x = -0.125	y = 1.06904	f = 1.06904
x = -0.12	y = 1.066	f = 1.066
x = -0.115	y = 1.06299	f = 1.06299
x = -0.11	y = 1.06	f = 1.06
x = -0.105	y = 1.05703	f = 1.05703
x = -0.1	y = 1.05409	f = 1.05409
x = -0.095	y = 1.05118	f = 1.05118
x = -0.09	y = 1.04828	f = 1.04828
x = -0.085	y = 1.04542	f = 1.04542
x = -0.08	y = 1.04257	f = 1.04257
x = -0.075	y = 1.03975	f = 1.03975
x = -0.07	y = 1.03695	f = 1.03695
x = -0.065	y = 1.03418	f = 1.03418
x = -0.06	y = 1.03142	f = 1.03142
x = -0.055	y = 1.02869	f = 1.02869
x = -0.05	y = 1.02598	f = 1.02598
x = -0.045	y = 1.02329	f = 1.02329
x = -0.04	y = 1.02062	f = 1.02062
x = -0.035	y = 1.01797	f = 1.01797
x = -0.03	y = 1.01535	f = 1.01535
x = -0.025	y = 1.01274	f = 1.01274
x = -0.02	y = 1.01015	f = 1.01015
x = -0.015	y = 1.00759	f = 1.00759
x = -0.01	y = 1.00504	f = 1.00504
x = -0.005	y = 1.00251	f = 1.00251
x = 4.33681e-17	y = 1	f = 1
