x = -0.25	y = 1.1547	f = 1.1547
x = -0.245	y = 1.15087	f = 1.15087
x = -0.24	y = 1.14708	f = 1.14708
x = -0.235	y = 1.14332	f = 1.14332
x = -0.23	y = 1.13961	f = 1.13961
x = -0.225	y = 1.13592	f = 1.13592
x = -0.22	y = 1.13228	f = 1.13228
x = -0.215	y = 1.12867	f = 1.12867
x = -0.21	y = 1.12509	f = 1.12509
x = -0.205	y = 1.12154	f = 1.12154
x = -0.2	y = 1.11803	f = 1.11803
x = -0.195	y = 1.11456	f = 1.11456
x = -0.19	y = 1.11111	f = 1.11111
x = -0.185	y = 1.1077	f = 1.1077
x = -0.18	y = 1.10432	f = 1.10432
x = -0.175	y = 1.10096	f = 1.10096
x = -0.17	y = 1.09764	f = 1.09764
x = -0.165	y = 1.09435	f = 1.09435
x = -0.16	y = 1.09109	f = 1.09109
x = -0.155	y = 1.08786	f = 1.08786
x = -0.15	y = 1.08465	f = 1.08465
x = -0.145	y = 1.08148	f = 1.08148
x = -0.14	y = 1.07833	f = 1.07833
x = -0.135	y = 1.07521	f = 1.07521
x = -0.13	y = 1.07211	f = 1.07211
x = -0.125	y = 1.06904	f = 1.06904
